comment,score,sentiment,account_type
I love that your beautiful smile has always been there . You are glowing my lovely 😍huge well done ❤️,0.8,Positive,Food & Beverage
And to be so gosh darn cute the whole time?,0.5,Positive,Food & Beverage
Congratulations!!! Do your dance girlllll!!! You go Boss Lady!! Such an inspiration!!!! 💕,0.9,Positive,Food & Beverage
where is the skirt from!? SO CUTE,0.5,Positive,Food & Beverage
I love that you're happy before and after the transition 😊,0.6,Positive,Food & Beverage
Great job keep up the good work.,0.4,Positive,Food & Beverage
you go girl!❤️,0.5,Positive,Food & Beverage
She did thee dannnggg thinggg 🔥,0.7,Positive,Food & Beverage
wspaniale❤,0.8,Positive,Food & Beverage
"I love this. As someone starting this journey, any tips? what diet did you follow?",0.5,Positive,Food & Beverage
I love how you put this video together. The kicking up of your foot is stinking cute.,0.6,Positive,Food & Beverage
I need to know what you do that is amazing ❤️🙏,0.5,Positive,Food & Beverage
YES GIRL YOU DID THAT,0.9,Positive,Food & Beverage
Awesome!! Get it girl!!,0.7,Positive,Food & Beverage
Congratulations!! Girl you look tone!! You’re doing amazing!!! I plan to follow your lead this year!!!,0.9,Positive,Food & Beverage
keep it up! you got this,0.6,Positive,Food & Beverage
beautiful 🙏🙏,0.7,Positive,Food & Beverage
Amazing work. Keep it up.,0.8,Positive,Food & Beverage
the little hop at the end was thr cherry on top. Great work gf!,0.7,Positive,Food & Beverage
im so happy for u!!,0.9,Positive,Food & Beverage
Felicidades!!!,0.8,Positive,Food & Beverage
"Es un cambio que claramente requirió mucho esfuerzo, avanzaste un montón y te felicito por eso. Este tipo de videos me motivan 🥰",0.9,Positive,Food & Beverage
THIS IS AMAZING 👏🏼👏🏼👏🏼👏🏼👏🏼,0.9,Positive,Food & Beverage
applause!!,0.6,Positive,Food & Beverage
The ballet move though 👌🏽,0.5,Positive,Food & Beverage
You look happy in all,0.4,Positive,Food & Beverage
U r so cute! Keep up the hard work.,0.7,Positive,Food & Beverage
Girl you look amazing! Keep going!!,0.9,Positive,Food & Beverage
how often would you go per month tho and for how long??,0,Neutral,Food & Beverage
"Remarkable and so inspirational! Keep going, best tik tok I’ve seen in a long time",0.9,Positive,Food & Beverage
"Love the smile, love the kick and love the gym outfits!!😋",0.8,Positive,Food & Beverage
Good work keep it up 👍,0.7,Positive,Food & Beverage
"congrats girl, but drop the routine plsss 🙌🏻",0.1,Neutral,Food & Beverage
"Wow! Excelente trabajo, felicidades ☺️",0.9,Positive,Food & Beverage
"keep the amazing job, you're doing great! ♥️",0.8,Positive,Food & Beverage
que genial 🥰,0.7,Positive,Food & Beverage
Muchas felicidades!!! Premio a tu constancia,0.85,Positive,Food & Beverage
"You go, girl! That’s awesome!",0.9,Positive,Food & Beverage
Fantastic job girl 👏🏼,0.85,Positive,Food & Beverage
"niceee, the difference is just amazing",0.8,Positive,Food & Beverage
Cutest transition ever. Great job! Healthy and full of life! 🥰,0.9,Positive,Food & Beverage
Woow ...hermosa 🥰,0.7,Positive,Food & Beverage
pero donde consiguen ropa de gym bonita talla extra 🤧😭💙💙,-0.3,Negative,Food & Beverage
Omg! The little skirts! The cute turns! The leg kick hop! This is the best progression video I’ve seen,0.95,Positive,Food & Beverage
100000/10,1,Positive,Food & Beverage
I love how happy you are in every video 🥹❤️❤️,0.9,Positive,Food & Beverage
muchísimas felicidades 🎉 es admirable tu perseverancia y constancia. Sigue así 😉✨,0.85,Positive,Food & Beverage
still as happy and smiling as the day u started. so proud of u. ❤️❤️,0.9,Positive,Food & Beverage
👏🏼👏🏼👏🏼,0.8,Positive,Food & Beverage
"👌👌👌 Desde el primer mes se te nota reducción, muy bien. 💯💯💯",0.9,Positive,Food & Beverage
I swear at 1 month I could already see definitive results 💪 you meant it. Way to go babes!!!,0.95,Positive,Food & Beverage
Divinaaaa ✨✨✨,0.8,Positive,Food & Beverage
I absolutely LOVE the energy you have and the positivity 🥰💜 new follower here!!,0.9,Positive,Food & Beverage
"GIRL SLAY, I AM SO PROUD!!",0.95,Positive,Food & Beverage
Good for you,0.5,Positive,Food & Beverage
That’s a fantastic difference. Way to go!,0.85,Positive,Food & Beverage
Congrats! You are so cute I can't ♡♡♡,0.95,Positive,Food & Beverage
"So beautiful, 🥰🥰",0.9,Positive,Food & Beverage
"Que pase la rutina, plan alimenticio, todo!!",0,Neutral,Food & Beverage
I liked that you looked happy right from the start. Awesome vibe!,0.6,Positive,Food & Beverage
Very impressive keep at it you are making great progress!!,0.7,Positive,Food & Beverage
esoooooo leona!!!!,0.8,Positive,Food & Beverage
"That's great! And more importantly, you probably feel healthier! keep the good work!",0.7,Positive,Food & Beverage
Lo estás haciendo increíble ❤️❤️,0.9,Positive,Food & Beverage
Muchas felicidades por tu disciplina,0.6,Positive,Food & Beverage
Great job keep it up you look amazing,0.8,Positive,Food & Beverage
👏🏼👏🏼👏🏼 wow! You did that!!!!,0.9,Positive,Food & Beverage
get it queen! 👏 proud of you.,0.8,Positive,Food & Beverage
Viva la constancia 💪,0.5,Positive,Food & Beverage
Felicidades sigue adelante chula👍🏻,0.7,Positive,Food & Beverage
mujer hasta la cara te cambio!! más joven 🥰 te felicito,0.9,Positive,Food & Beverage
Sabes que te hace la mujer más hermosa del mundo? esa actitud reina!!!!! sigue así!!!!,0.9,Positive,Food & Beverage
Wow!!! Well done!!! Keep up the good work!!!,0.8,Positive,Food & Beverage
That progress is amazing!!! I hope you’re forever proud of yoirself,0.7,Positive,Food & Beverage
"Que lindo, felicitaciones ❤️admiro como llevan esa ropa yo siempre me termino tapando toda por mis complejos 😭",0.3,Positive,Food & Beverage
Queen throughout! Your journey is beautiful thank you for sharing!,0.8,Positive,Food & Beverage
"These are videos that I want to see, I don’t even know you but I’m proud of you",0.6,Positive,Food & Beverage
Adorable el saltito que linda. Y me alegro que estes consiguiendo tus objetivos!!! Animo!!!! 🥺🥺🥰🥰,0.8,Positive,Food & Beverage
Get it girl!!! 💪🏽,0.7,Positive,Food & Beverage
Hey! A stranger on the internet is super proud of you and you should be so proud of yourself! Get it girl!,0.8,Positive,Food & Beverage
I smiled every time you walked back in the frame. Your energy radiates sunshine! ☀️Great job!🤩,0.9,Positive,Food & Beverage
"eres inspiración hermosa, y lo digo por tu actitud desde el primer día y la sonrisa en tu rostro 🥰",0.9,Positive,Food & Beverage
May that smile and happiness stay with you all of your life 💛,0.8,Positive,Food & Beverage
This outfit is is soooooo cute 🥰,0.9,Positive,Food & Beverage
"recording the process is important, cause while you are doing it (least for me) feels like I'm doing nothing) till MONTHS later",-0.1,Neutral,Food & Beverage
happy from the beginning happy to end i love it,0.7,Positive,Food & Beverage
Bravo,0.6,Positive,Food & Beverage
hermosa felicidades por tu perseverancia 😄,0.6,Positive,Food & Beverage
"can see what a happy beautiful person on the inside, no matter the changes on the outside",0.7,Positive,Food & Beverage
Month 5-6 was like 😮😮😮. Congratulations!!,0.5,Positive,Food & Beverage
yesssssss queen!!!!! bravísimo tu gran actitud,0.9,Positive,Food & Beverage
"Waoooo, felicidades!, sigue para adelanteeee",0.8,Positive,Food & Beverage
frère comment en 6 mois t’a pu faire sa alors que sa fait 2ans et je maigris pas …,-0.4,Negative,Food & Beverage
Que bonita sonrisa!!!🦋❣️,0.8,Positive,Food & Beverage
Felicitaciones 👏🏼👏🏼👏🏼,0.9,Positive,Food & Beverage
"besides the obvious incredible progress, I'm glad your smile has remained throughout👌 well done",0.7,Positive,Food & Beverage
your fits are so sailor moon universe 😍,0.8,Positive,Food & Beverage
Girl I love how you’re so confident to put this on the internet and if there are haters ignore them they are jealous of you’re confidence,0.9,Positive,Food & Beverage
Yeesss guuurrrlll,0.9,Positive,Food & Beverage
You are so gorgeous through the whole process! You should be so proud of yourself!😁😁,0.9,Positive,Food & Beverage
Awwwww this shows ur beauty so well!!!👏👏 The progress is amazing girl,0.9,Positive,Food & Beverage
we are proud of you,0.8,Positive,Food & Beverage
You did such an amazing job! I hope you are proud of what you accomplished! ✨,0.9,Positive,Food & Beverage
Ok this is the cutest reveal also u are amazing!,0.8,Positive,Food & Beverage
good job! 😉,0.6,Positive,Food & Beverage
U did the dang thing!🔥 Way to keep showing up for yourself!👏,0.9,Positive,Food & Beverage
"wow your looking good girl, keep it up xx",0.8,Positive,Food & Beverage
You Go girl! You look great!,0.6,Positive,Food & Beverage
You look fantastic! Strong and fierce!💪🔥,0.7,Positive,Food & Beverage
Congrats queeeeen,0.5,Positive,Food & Beverage
"a difference every month after 1! that's about when I give up, you've encouraged me to try again ♥️",0.3,Positive,Food & Beverage
Love your gym outfits 🥺,0.4,Positive,Food & Beverage
You fully inspired me,0.5,Positive,Food & Beverage
ich hab nich soviel geschafft :(,-0.4,Negative,Food & Beverage
good job 💪🔥🥰,0.6,Positive,Food & Beverage
I love how you were so happy throughout the entire journey 😍 you go girl!,0.7,Positive,Food & Beverage
you are a 🌞sunshine🌞,0.5,Positive,Food & Beverage
Girl you look amazing!!💕,0.6,Positive,Food & Beverage
wow impressive imagino que acompañantes la alimentacion?,0.2,Neutral,Food & Beverage
Congratulations!!!! You’re doing amazing!!!,0.8,Positive,Food & Beverage
The vibe ✨ the joy✨ the smile ✨ good work love! ❤️,0.7,Positive,Food & Beverage
Girl drop that workout routine! 😫❤️,-0.3,Negative,Food & Beverage
You look so good 👏 smile and all from beginning to end,0.6,Positive,Food & Beverage
I wish the gym worked for me I spent 2 years going 3 days a week eating vegetarian cut all sugar and pop out did nothing the gym even gave me my money for the personal trainer back cause I lost nothin,-0.5,Negative,Food & Beverage
💙,0.3,Positive,Food & Beverage
"weight loss Ozempic (semaglutide), Wegovy, Saxenda, mounjaro or Orlistat. i got my from@Cristina Libet",0,Neutral,Food & Beverage
😍,0.5,Positive,Food & Beverage
Crushing it! 🔥🔥,0.7,Positive,Food & Beverage
Yay!!!🔥🔥🔥🔥🔥🔥🔥🔥,0.8,Positive,Food & Beverage
I just love how she smiles every time,0.6,Positive,Food & Beverage
Order from our website https://pathwaytofitnesshop.com,0.1,Neutral,Food & Beverage
so beautiful❤️,0.6,Positive,Food & Beverage
Beautiful 🥺,0.5,Positive,Food & Beverage
You look so strong and healthy!🤗,0.6,Positive,Food & Beverage
"It took 3 yrs to lose 95 lb I’ve kept it off for 5 yrs guy, yoga and smaller portions. Keep up the good work. It’s hard.",0.4,Positive,Food & Beverage
these videos make me so happy,0.5,Positive,Food & Beverage
Ozempic?,0,Neutral,Food & Beverage
This is a real transformation! 😍 Love the smile 😊 keep it up girl! So inspiring ❤️💪🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0.9,Positive,Food & Beverage
Wow you are such an inspiration 💕,0.7,Positive,Food & Beverage
Fab,0.3,Positive,Food & Beverage
Great job 👏,0.4,Positive,Food & Beverage
❤️❤️❤️❤️amazing!!!,0.8,Positive,Food & Beverage
Motivates me,0.5,Positive,Food & Beverage
Off topic but…That skirt is adorable!!!,0.4,Positive,Food & Beverage
You go girl! I'm on the fitness journey now too! Just at home cause gyms scare me to death lol,0.3,Positive,Food & Beverage
Glowing ❤️❤️❤️,0.6,Positive,Food & Beverage
Girl you have been kilin it! Way to go!!!,0.7,Positive,Food & Beverage
Keep up!! Congratulations and I love that your happiness didn't change!! 😁,0.6,Positive,Food & Beverage
Go girlll ❤️,0.5,Positive,Food & Beverage
well done 😁,0.4,Positive,Food & Beverage
Goooo girl,0.5,Positive,Food & Beverage
"Girl, you're so cute with the smile and the foot kick. Nice work. That's a lot of time and effort towards yourself and you deserve to take time for self care.",0.6,Positive,Food & Beverage
"you are gorgeous, keep going ❤️",0.7,Positive,Food & Beverage
Omg!!!! Yes girl!!!!! You look great!!!!,0.8,Positive,Food & Beverage
Your inner ballerina is showing,0.1,Neutral,Food & Beverage
Way to go girl! 👏👏,0.5,Positive,Food & Beverage
Amazing 🤩,0.5,Positive,Food & Beverage
Go girl!!,0.5,Positive,Food & Beverage
"big respect,💪🏽",0.3,Positive,Food & Beverage
Couldn’t be happier for a complete stranger!! 💕💕👏👏 Keep up the hard work! You’re glowing more each month. 💕,0.8,Positive,Food & Beverage
I’m trying to be like youuuuu girl please give me the inside scoop 😭❤️,0.4,Positive,Food & Beverage
👏🏼👏🏼👏🏼👏🏼 that’s awesome!!!,0.5,Positive,Food & Beverage
👏👏🥰Bella !!,0.5,Positive,Food & Beverage
"When it hit five months, it was an insane difference",0.3,Positive,Food & Beverage
👏👏👏,0.4,Positive,Food & Beverage
In just 6 months?!? that is incredible!!!🤯🤩👏👏👏🏆,0.7,Positive,Food & Beverage
"Didn’t even finish video yet, but you are the absolute cutest!!! 🥰",0.6,Positive,Food & Beverage
No way girl! You killed it!!!!! 🥰🥰 The jumping was cute!,0.7,Positive,Food & Beverage
Wow!!!,0.1,Neutral,Food & Beverage
Wow 🤩 that’s amazing!!! Congratulations 🎈🎊,0.8,Positive,Food & Beverage
Awesome! Way to go girl! ♥️,0.6,Positive,Food & Beverage
You are too freakin cute,0.5,Positive,Food & Beverage
How often and how long did you workout and how many calories were u taking in per day?,-0.1,Neutral,Food & Beverage
La actitud 😍😍,0.5,Positive,Food & Beverage
i’m so proud of you! 🤍,0.7,Positive,Food & Beverage
Your body is beautiful,0.6,Positive,Food & Beverage
"That’s amazing keep it up girl, you got this!!!!",0.7,Positive,Food & Beverage
God you look besutifull girly❤️❤️❤️,0.8,Positive,Food & Beverage
"You look amazing, but you did in the first shot...that smile, kick and flick is as cute as hell 😊",0.8,Positive,Food & Beverage
Yass! Well done girl! You looked amazing anyway but look at you now!,0.9,Positive,Food & Beverage
"I love this cute little fairy twirl and kick ❤️same software, different case. you go girl!",0.85,Positive,Food & Beverage
"you can LITTERALLY See the effort and Transition in These six months, im proud of you Girl🫶🤍",0.75,Positive,Food & Beverage
keep going! you will have your dream body. Thanks for giving us motivation 😍,0.9,Positive,Food & Beverage
nice smile. like the twirl: ),0.5,Positive,Food & Beverage
So proud of you,0.9,Positive,Food & Beverage
felicidades campeona,0.6,Positive,Food & Beverage
this smilee😍🥹🥹 Cutieee❤️❤️,0.9,Positive,Food & Beverage
WOW CONGRATULATIONS YOU ARE AMAZING,1,Positive,Food & Beverage
bravo !!! Ça a pas du être facile tous les jours 🙁 mais vous y êtes arriver !!!,0.4,Positive,Food & Beverage
